Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
zephire,@zephireishorny,2024-11-20T08:01:29.000Z,False,"You’re making noise about KSI being quiet about it, but don’t have the same energy for Tommy. 

You’re a hypocrite and all you wanna do is selectively chat shit towards creators you dislike. You don’t actually care about Palestine. Selective activism",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1853126815323488257/X7cmDxRR_bigger.jpg,https://x.com/zephireishorny/status/1859145021901205584,tweet_id:1859145021901205584
Resistance Officer,@Nyesiga_Israel,2024-11-20T08:01:28.000Z,False,"Please let's remind the champions of cheap politics (Opposition politicians) that ""Politics is not a ticket to disobedience of the Law"". We can't suffocate institutions hindering them from performing their constitutional mandate because of cheap politics.",0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/1811393606265270272/eU2Ys_7Q_bigger.jpg,https://x.com/Nyesiga_Israel/status/1859145019971506506,tweet_id:1859145019971506506
AJ,@juggtron,2024-11-20T08:01:28.000Z,False,"Gaza is a Genocide, not a ""conflict""",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1206187703236063232/RkYyrKSJ_bigger.jpg,https://x.com/juggtron/status/1859145019799572883,tweet_id:1859145019799572883
Save Gaza please,@Cryptastic6S,2024-11-20T08:01:28.000Z,False,"Who isn't bad weird and would talk to me on the phone? 

Like be interesting weird.",0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/1856160248140062720/IssEhh7j_bigger.jpg,https://x.com/Cryptastic6S/status/1859145018469970403,tweet_id:1859145018469970403
Power Politik,@pwrpolitik,2024-11-20T08:01:27.000Z,True,"According to the human rights council and the 1948 Geneva convention, Israel is committing genocide.  So you can shove claims of antisemitism up your ass.",0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/1602973442634039296/2nWcsLdm_bigger.png,https://x.com/pwrpolitik/status/1859145013411582098,tweet_id:1859145013411582098
aussieboy,@aussieboy888,2024-11-20T08:01:23.000Z,False,starbucks closed all it's stores in israel in 2003? what are you on about?,0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/1727298409478995968/YS5Pm743_bigger.jpg,https://x.com/aussieboy888/status/1859144998966513744,tweet_id:1859144998966513744
OJ,@Ismellshitlib,2024-11-20T08:01:23.000Z,False,How so? Israel funded isis and hamas..do some fucking research,0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1695295139982299137/pLqZg_Hr_bigger.jpg,https://x.com/Ismellshitlib/status/1859144996995101159,tweet_id:1859144996995101159
坪井永光/Eimitsu Tsuboi,@chobidesu,2024-11-20T08:01:21.000Z,True,"I surely say ""Yes"".
But many Japanese cannot understand ""Stand with Israel"".
Most of Japanese may think,
""why is Israel remaining?"",""why is Israel violent for others?"",""They must perish"".

What I stand with Israel is spiritual behavior.#StadWithIsrael",0,0,0,8,['#StadWithIsrael'],[],[],https://pbs.twimg.com/profile_images/1614137035002114054/6ATuCI_h_bigger.jpg,https://x.com/chobidesu/status/1859144991375061298,tweet_id:1859144991375061298
aglitchintime,@aglitchintime1,2024-11-20T08:01:19.000Z,True,"They've started every war. Enough.
Colonial #islamic #terror #massacre #jihad, operating under the stolen name of #Palestine, their #atrocities and the scam of funding and supplying them must be ended.",0,0,0,4,"['#islamic', '#terror', '#massacre', '#jihad', '#Palestine', '#atrocities']",[],[],https://pbs.twimg.com/profile_images/1502567744625119232/fdmnjASn_bigger.jpg,https://x.com/aglitchintime1/status/1859144980960285086,tweet_id:1859144980960285086
Ed Chanter,@chanter_ed,2024-11-20T08:01:18.000Z,False,I know right. How many synagogues around the world have denounced Zionism and Israel's crimes? Can you name them? Can you name any mainstream Jewish synagogue that has been critical of Israel from the start?,0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1771853083171000320/34rz_D5-_bigger.png,https://x.com/chanter_ed/status/1859144976224989496,tweet_id:1859144976224989496
CryptoCat,@ArLuc3,2024-11-20T08:01:17.000Z,False,Bombing Gaza while bombing her ,0,0,0,5,[],[],['\\U0001f60d'],https://pbs.twimg.com/profile_images/1778821877844025344/KfZ8P7A3_bigger.jpg,https://x.com/ArLuc3/status/1859144974593331334,tweet_id:1859144974593331334
Elizabeth Milos,@lisamil61,2024-11-20T08:01:17.000Z,True,So  do you agree with this?  Are you waiting until 1 Million children are burned to death in Palestine before calling it a #Genocide?,0,0,0,5,['#Genocide'],['@Scott_Wiener'],[],https://pbs.twimg.com/profile_images/1305312562540552192/IBJPqmGS_bigger.jpg,https://x.com/lisamil61/status/1859144972181926391,tweet_id:1859144972181926391
pzmlhs9_speakOut,@pzmlhs6,2024-11-20T08:01:16.000Z,False,Funding packages are basically split between Israel and Ukraine,0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1786677732631339008/RnzKfcDA_bigger.jpg,https://x.com/pzmlhs6/status/1859144968763289883,tweet_id:1859144968763289883
W. Pro Israel Reagan Republican,@lou_twin,2024-11-20T08:01:13.000Z,True,There's a new sheriff in town. Jewhaters will not be coddled. #Israel #Hamas,0,0,0,12,"['#Israel', '#Hamas']",[],[],https://pbs.twimg.com/profile_images/1845567580230279168/v9ixw0PX_bigger.jpg,https://x.com/lou_twin/status/1859144955920535704,tweet_id:1859144955920535704
Fahim Abdullah,@FahimAbdullah_0,2024-11-20T08:01:12.000Z,True,"Fu**k ""Israel""",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1821631152173805569/WHi5YxMz_bigger.jpg,https://x.com/FahimAbdullah_0/status/1859144951654998344,tweet_id:1859144951654998344
Jan Alam,@JanAlam031500,2024-11-20T08:01:12.000Z,False,"Yes, Free Palestine",0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1673890309678432256/xi-33e2T_bigger.jpg,https://x.com/JanAlam031500/status/1859144951583457378,tweet_id:1859144951583457378
froot | Sketch for Gaza Comms OPEN,@sadfruitsnack,2024-11-20T08:01:11.000Z,False,kuffi the ninth bt21 member?,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1701276658668544001/HvKpQ-X0_bigger.jpg,https://x.com/sadfruitsnack/status/1859144948173640001,tweet_id:1859144948173640001
SUSPECT,@abdulziz_naser,2024-11-20T08:01:11.000Z,False,"Part 2 of roasting this alpha wolf omega ligma brain rot guy
In history we have seen all the darkness of israel not to palastine only but to even its own people for what for fun also they have more than enough food for whole israel but they throw the food away and drinks part 3->",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1626841855923986433/mXFoQjeB_bigger.jpg,https://x.com/abdulziz_naser/status/1859144947447873562,tweet_id:1859144947447873562
X-Zionist,@NotoZionism85,2024-11-20T08:01:10.000Z,False,Love that you defend Israel. You must also support the Talmud.,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1830127873320980480/1OASTanT_bigger.jpg,https://x.com/NotoZionism85/status/1859144945115725923,tweet_id:1859144945115725923
Tania Jacobsz,@JacobszTania,2024-11-20T08:01:09.000Z,False,I will always pray for Christ to break through in the hearts of all in the Middle East. But the actions of Israel now are nothing to bless them about.,0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1792978473008435200/VuYAIE7T_bigger.jpg,https://x.com/JacobszTania/status/1859144938589475313,tweet_id:1859144938589475313
MOHANNAD || GAZA,@Muhannad2oo6,2024-11-20T08:01:07.000Z,False,I really need a sponsor but I can't find one  ,0,0,0,4,[],[],['\\U0001f62d'],https://pbs.twimg.com/profile_images/1845465328823742477/D5cpbqVp_bigger.jpg,https://x.com/Muhannad2oo6/status/1859144931622658148,tweet_id:1859144931622658148
Sharon Bennett,@B75807113Sharon,2024-11-20T08:01:07.000Z,False,Nor should Israel,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1466217158652973062/WnByr1Yo_bigger.jpg,https://x.com/B75807113Sharon/status/1859144930318311502,tweet_id:1859144930318311502
Syeda Shabana Ashraf,@SyedaShabanaAsh,2024-11-20T08:01:06.000Z,False,Netanyahu says he ignored Biden's war counsel – and threats that Israel would be 'left alone' without US help https://foxnews.com/politics/israel-netanyahu-biden-war-counsel… #FoxNews,0,0,0,5,['#FoxNews'],[],[],https://pbs.twimg.com/profile_images/764128050015510528/4u6sRBj0_bigger.jpg,https://x.com/SyedaShabanaAsh/status/1859144926182645902,tweet_id:1859144926182645902
Vanators un Kondors,@beesandtrenches,2024-11-20T08:01:06.000Z,True,"It honestly could be a nice change if America went to war for a European nation and not Israel. 

I SAY GIVE WAR A CHANCE! ",0,0,0,10,[],[],"['\\U0001f495', '\\U0001f60d', '\\U0001f495']",https://pbs.twimg.com/profile_images/1755180152948948992/w4VWl2S8_bigger.jpg,https://x.com/beesandtrenches/status/1859144926031725034,tweet_id:1859144926031725034
CountArndt,@CountArndt,2024-11-20T08:01:06.000Z,False,"Neither colonialism nor slavery are currently relevant anymore.

You can't reasonable explain to me that Israel or the US conducted a genocide in the last 30 years.

I mean look at Gaza, it's a walled off City. If Israel wanted to Genocide them, they'd all be dead.",0,0,0,11,[],[],[],https://pbs.twimg.com/profile_images/1812915198732218368/Xe7rhzGO_bigger.jpg,https://x.com/CountArndt/status/1859144925939380500,tweet_id:1859144925939380500
WeAreAllPalestinians,@loverofthepious,2024-11-20T08:01:04.000Z,False,Typical Jewish Zionist defending baby killers.,0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/970767671871582208/7M9EPg4P_bigger.jpg,https://x.com/loverofthepious/status/1859144918498697515,tweet_id:1859144918498697515
Eddie Green,@EddieGreen96162,2024-11-20T08:01:03.000Z,False,A great representation of the 10 lost tribes of Israel.,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1800521667589840896/ozrcDA_L_bigger.jpg,https://x.com/EddieGreen96162/status/1859144916401877283,tweet_id:1859144916401877283
All Israel News,@all_israel_news,2024-11-20T08:01:02.000Z,True,Israeli defense company Elbit receives $335 million order from European nation http://ow.ly/WbRb105PnlO#Israel #IDF #DefenseIndustry #MilitaryTechnology #UAV #Drones #ElbitSystems #Hermes900,0,0,0,46,"['#Israel', '#IDF', '#DefenseIndustry', '#MilitaryTechnology', '#UAV', '#Drones', '#ElbitSystems', '#Hermes900']",[],[],https://pbs.twimg.com/profile_images/1298178968298950656/qU0SS7iI_bigger.jpg,https://x.com/all_israel_news/status/1859144912018591975,tweet_id:1859144912018591975
Divine Brotherhood,@mhrezaa2cen,2024-11-20T08:00:57.000Z,False,The little beautiful creature in the footage is the cause of widespread red sirens along the western Occupied #Palestine.,0,0,0,16,['#Palestine'],[],[],https://pbs.twimg.com/profile_images/1642438978098941956/XZvsVhdY_bigger.jpg,https://x.com/mhrezaa2cen/status/1859144890627621307,tweet_id:1859144890627621307
Her name is Palestine,@ayshaaa_48,2024-11-20T08:00:57.000Z,False,LMAOO stop i love that  she’s a work of art all times of the day,0,0,0,12,[],[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1726607303552503808/mcQsGxCp_bigger.jpg,https://x.com/ayshaaa_48/status/1859144887968383196,tweet_id:1859144887968383196
Back Is The Way Forward,@BackIsthew17438,2024-11-20T08:00:56.000Z,False,"Jews did return to their original faith, and they lost the way , and then they returned and then they lost the way and they will return again 

Jesus only prophesized one thing which is the expulsion of Jews and the Roman’s renaming the land “Palestine”",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1844075916844040192/f0SKNtYk_bigger.jpg,https://x.com/BackIsthew17438/status/1859144886907478118,tweet_id:1859144886907478118
Nagatonium,@Oussamabenaich3,2024-11-20T08:00:56.000Z,False,"Palestine  The genocidal maniacs have no place in that beautiful land, or any land for that matter.",0,0,0,6,[],[],['\\u2764\\ufe0f'],https://pbs.twimg.com/profile_images/1392549361310212102/qLJF4iSy_bigger.jpg,https://x.com/Oussamabenaich3/status/1859144884591919324,tweet_id:1859144884591919324
Trend Setter,@Trend_Setter_07,2024-11-20T08:00:55.000Z,True,"The zio thinks that if they kills the journalists from Palestine, they can easily hide their war crimes.",0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/1731634463044784128/b4albWLb_bigger.jpg,https://x.com/Trend_Setter_07/status/1859144882100863203,tweet_id:1859144882100863203
818,@818gossip,2024-11-20T08:00:55.000Z,True,"Adm. #SamuelPaparo, commander of #US #Indo_Pacific Command, warned on Tuesday that billions of dollars worth of air defense systems the U.S. provides or sells to #Ukraine and #Israel, is now hampering his ability to respond in the Indo-Pacific.
Paparo was asked whether conflicts",0,0,0,19,"['#SamuelPaparo', '#US', '#Indo_Pacific', '#Ukraine', '#Israel']",[],[],https://pbs.twimg.com/profile_images/1800460106762534912/ALse27Xs_bigger.jpg,https://x.com/818gossip/status/1859144881710448722,tweet_id:1859144881710448722
Boeykens,@Boeykens811779,2024-11-20T08:00:54.000Z,False,Washington is responsible for the  fact  Germany can sell weapons to Israel which are used for the genocide in Gaza and the destruction of Lebanon.,0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/1698232093803737088/jwHXn1wc_bigger.jpg,https://x.com/Boeykens811779/status/1859144877776195638,tweet_id:1859144877776195638
Israel Edem Komla Gabienu,@edemgabby,2024-11-20T08:00:52.000Z,True,Trust in yourself and ask God to help you become discerning enough to see through them.,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1600175630838022144/PybcAEP4_bigger.jpg,https://x.com/edemgabby/status/1859144866346758430,tweet_id:1859144866346758430
LSE Blogs,@LSEblogs,2024-11-20T08:00:51.000Z,False,"""India’s stance on Palestine in 2024 emerges as a tale of delicate balance — between history and pragmatism, the ideals of a bygone era and the strategic imperatives of a new world order."" for the  blog ",0,0,0,109,[],"['@thedkaleka', '@SAsiaLSE']",['\\U0001f447'],https://pbs.twimg.com/profile_images/1699791588615168000/th_oBGSD_bigger.jpg,https://x.com/LSEblogs/status/1859144865612718149,tweet_id:1859144865612718149
Chakuli,@DoremonLB,2024-11-20T08:00:51.000Z,False,"Lastly, how did you - as a “scholar” who has been living in The Holy Land for a long time - come up with such crappy translation of Bible phrase that Prime Minister quoted? Over 30% of total world population are Christians as of 2024! 

Do Israel a better favor next time please!",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1849820444272230405/jQngEbsM_bigger.jpg,https://x.com/DoremonLB/status/1859144864342175769,tweet_id:1859144864342175769
‣ casper ౨ৎ ・ free palestine,@stckhlmbuttrfly,2024-11-20T08:00:47.000Z,False,"they CAN'T keep it, GIVE IT TO ME I NEED THIS",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1851168432101998592/69pqqoe6_bigger.jpg,https://x.com/stckhlmbuttrfly/status/1859144846583480677,tweet_id:1859144846583480677
KING KAY.IAMAFRICAN,@KudaMashy,2024-11-20T08:00:45.000Z,True,"*Praying With Authority*

God always listens to His children and responds—with power and wisdom.

1 Kings 18:19-39

‘And it came to pass at the time of the offering of the evening sacrifice, that Elijah the prophet came near, and said, LORD God of Abraham, Isaac, and of Israel,",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1075069809489002496/V7A4pAqP_bigger.jpg,https://x.com/KudaMashy/status/1859144838610124890,tweet_id:1859144838610124890
Muhammamed Atta El Amer محمد عطا الامير,@MuhammadAtta911,2024-11-20T08:00:43.000Z,False,Inshallah Palestine will be Free,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1832255594994270208/KRf5X9M0_bigger.jpg,https://x.com/MuhammadAtta911/status/1859144829646643536,tweet_id:1859144829646643536
STEVANO ,@_Stevemensa,2024-11-20T08:00:42.000Z,True,Be like you mmom your IQ Dey low Nii. If you’ve read the comments on the video you will understand…,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1724540863919816704/Xt0Mj3PZ_bigger.jpg,https://x.com/_Stevemensa/status/1859144826845098186,tweet_id:1859144826845098186
I am a Paine,@Rightsof_Man,2024-11-20T08:00:42.000Z,False,"Jew here, but not orthodox. 

I feel bad for Palestinians. Israel is using disproportionate force and there are injustices. 

But watching them march through an orthodox Jewish neighborhood with a Trump admin coming in is really hard to watch. 

They are doing it to themselves.",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/808781232364392449/_-QDfHag_bigger.jpg,https://x.com/Rightsof_Man/status/1859144826500886670,tweet_id:1859144826500886670
JISS - Jerusalem Institute for Strategy & Security,@JISS_Israel,2024-11-20T08:00:42.000Z,True,"Prof. Efraim Inbar:
""Israel has to pursue its interests carefully""https://jns.org/peace-through-strength-a-look-into-trumps-iran-policy/…#USA #Israel #Iran #Trump",0,0,0,39,"['#USA', '#Israel', '#Iran', '#Trump']",[],[],https://pbs.twimg.com/profile_images/1079385419798712320/KqsOaVsZ_bigger.jpg,https://x.com/JISS_Israel/status/1859144826484130163,tweet_id:1859144826484130163
Omkar Paranjpe,@OmkarParanjpe1,2024-11-20T08:00:41.000Z,False,"It's always one of the last remaining journalists in Gaza.

Everytime.",0,0,0,1,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/OmkarParanjpe1/status/1859144820146512032,tweet_id:1859144820146512032
lms68,@lms684,2024-11-20T08:00:40.000Z,False,"Wrong. Israel needs to end. Full of monsters committing genocide, raping and torturing Palastinians. It didn't start on Oct 7th. Free Palestine",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1720528896636895232/9RWHoF5L_bigger.jpg,https://x.com/lms684/status/1859144819936731630,tweet_id:1859144819936731630
Mohd Naved,@Naved1Naved,2024-11-20T08:00:39.000Z,True,A Timelapse of the DESTRUCTION in Gaza,0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1726275559800631296/fSbvdplx_bigger.jpg,https://x.com/Naved1Naved/status/1859144815625335033,tweet_id:1859144815625335033
Naks Bilal,@NaksBilal,2024-11-20T08:00:39.000Z,True,"North Gaza:

Division Commander, Itzik Cohen, admits to the war crime/crime against humanity of forced displacement.",0,0,0,99,[],[],[],https://pbs.twimg.com/profile_images/1734130153050046464/dGIpC4cW_bigger.jpg,https://x.com/NaksBilal/status/1859144812907135151,tweet_id:1859144812907135151
Lionheart,@GodfreyBouilon,2024-11-20T08:00:39.000Z,False,"But you’re the one saying Hamas is winning and stronger than Israel. 

Prove it. Why does Israel control all of Gaza? 

Is this the level of intelligence I can expect from someone who worships a pedophile? ",0,0,0,14,[],[],"['\\U0001f602', '\\U0001f921']",https://pbs.twimg.com/profile_images/1859117560634990592/WSE5t6Rx_bigger.jpg,https://x.com/GodfreyBouilon/status/1859144812722634867,tweet_id:1859144812722634867
Cision/PR Newswire Israel,@PRNewswireIL,2024-11-20T08:00:39.000Z,False,#CELLCOM #ISRAEL LTD. #Announcement of An #Annual and #Special #General #Meeting of The #Shareholders of The #Company https://tinyurl.com/bdfendm7 $CEL ,0,0,0,3,"['#CELLCOM', '#ISRAEL', '#Announcement', '#Annual', '#Special', '#General', '#Meeting', '#Shareholders', '#Company']",['@Cellcomofficial'],[],https://pbs.twimg.com/profile_images/890239941879492608/rT0x0ZFV_bigger.jpg,https://x.com/PRNewswireIL/status/1859144811846025567,tweet_id:1859144811846025567
Ali Mehdi,@AliMehd23095752,2024-11-20T08:00:33.000Z,False,Lion of gaza,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1785023950298472448/bc88bqnJ_bigger.png,https://x.com/AliMehd23095752/status/1859144788593046021,tweet_id:1859144788593046021
Raintree4!,@Raintreedogs,2024-11-20T08:00:33.000Z,False,"Haha, I do too, and there are months and months of silence between me and my friends on Muslims, Palestine, caste, bjp, modi, everything.
But we use birthdays, festivals, etc to make up with friends again. Its rare that the other isn't gracious on such occasions in our country.",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1794837150275379200/o3rtBS9A_bigger.jpg,https://x.com/Raintreedogs/status/1859144787003146491,tweet_id:1859144787003146491
madPathfinder,@MadPathfinder,2024-11-20T08:00:32.000Z,False,"Kingdom of Israel:existed from about 1020 to 922 BCE under the rule of kings Saul, David, and Solomon. Long before your pedo Profit Mohammad was a drop of semen on his father's gown. He was a psychotic necrophiliac caravan robber who married a 6 year old. It's in your scriptures.",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1830141852802039808/ssCihFyR_bigger.jpg,https://x.com/MadPathfinder/status/1859144782540353845,tweet_id:1859144782540353845
Abdulwasi'i Alabi,@Con_quis_tador,2024-11-20T08:00:31.000Z,False,It's also important to note that the documentary only talks about a certain village/city out of the all Palestine cities. Now imagine the scale of atrocities that'll be done to the Palestinians in total.,0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1536443916639252483/sOlewF6Y_bigger.jpg,https://x.com/Con_quis_tador/status/1859144779738554494,tweet_id:1859144779738554494
Joe Catron,@jncatron,2024-11-20T08:00:31.000Z,True,An A-Z of the children Israel killed in Gaza,0,0,0,48,[],[],[],https://pbs.twimg.com/profile_images/1666726292903821313/KOYERfPV_bigger.jpg,https://x.com/jncatron/status/1859144778224373814,tweet_id:1859144778224373814
FREE PALESTINE,@_syvy_,2024-11-20T08:00:30.000Z,False,"Definitely, as much as he stunk in his last few years, he gave Slot a decent platform that he can genuinely compete, we need that especially considering the next manager may not be anywhere near as good as Pep",0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/1789666341781213184/_ZhW-apm_bigger.jpg,https://x.com/_syvy_/status/1859144776920027289,tweet_id:1859144776920027289
Muhammamed Atta El Amer محمد عطا الامير,@MuhammadAtta911,2024-11-20T08:00:30.000Z,False,Allah help Palestine,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1832255594994270208/KRf5X9M0_bigger.jpg,https://x.com/MuhammadAtta911/status/1859144776869728448,tweet_id:1859144776869728448
Hizballah Pager Supplier,@BoulboulMasriah,2024-11-20T08:00:30.000Z,False,"Israel fully withdrew from Gaza in 2005, your idols Hamas with whom you proudly took pictures with kicked Fatah out and got billions of dollars from the international community to build a functional state. Hamas took that money and built a Jihad army. You're a bunch of parasites",0,0,0,9,[],[],[],https://pbs.twimg.com/profile_images/1836280689479593984/Je_32yTf_bigger.jpg,https://x.com/BoulboulMasriah/status/1859144776685060279,tweet_id:1859144776685060279
Dr. Ghazala Tallat,@GhazalaTallat,2024-11-20T08:00:30.000Z,True,It would be a miracle to get a vote to block the weapons supply to Israel in the presence of notorious AIPAC who buy the votes of Congress.,0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1192829045643370496/PxWbXFKv_bigger.jpg,https://x.com/GhazalaTallat/status/1859144776232431925,tweet_id:1859144776232431925
Izzy bs,@SubchiefIsrael,2024-11-20T08:00:30.000Z,False,"A lot of our explosive emotional reactions aren't
actually a response to the present moment. They're a
buildup of all the times we were in a similar dynamic
and did not stand up for ourselves, use our voice, or
express our emotions.",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1753840122242420736/UyI9NOtq_bigger.jpg,https://x.com/SubchiefIsrael/status/1859144776089825296,tweet_id:1859144776089825296
OJ,@Ismellshitlib,2024-11-20T08:00:30.000Z,False,Absolutely.  Considering Israel is on record for funding isis and hamas.. you really need to do some research,0,0,0,9,[],[],[],https://pbs.twimg.com/profile_images/1695295139982299137/pLqZg_Hr_bigger.jpg,https://x.com/Ismellshitlib/status/1859144775858847944,tweet_id:1859144775858847944
World Israel News,@worldisraelnews,2024-11-20T08:00:30.000Z,False,$5 million and repatriation: Netanyahu’s rewards for hostage info,0,0,0,9,[],[],[],https://pbs.twimg.com/profile_images/559359131216138241/yrGYmCf4_bigger.png,https://x.com/worldisraelnews/status/1859144775498428585,tweet_id:1859144775498428585
Al-Monitor,@AlMonitor,2024-11-20T08:00:30.000Z,True,"UN to vote again on Gaza ceasefire, US plans unclear",0,0,0,378,[],[],[],https://pbs.twimg.com/profile_images/1805680036613177344/IygF4x9h_bigger.jpg,https://x.com/AlMonitor/status/1859144775485845714,tweet_id:1859144775485845714
Colum Delaney,@ColumDelaney,2024-11-20T08:00:29.000Z,False,"The timeframe is not the measure stick - it is the consequence of their gen0cidal actions.

You people are literally sick",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1712147899184762880/Gy-C_niO_bigger.jpg,https://x.com/ColumDelaney/status/1859144773178728813,tweet_id:1859144773178728813
RFI English,@RFI_En,2024-11-20T08:00:28.000Z,False,"#France's #Defence Minister Sébastien Lecornu is urging #Gulf states to find ways to bolster #Lebanon's armed forces, saying they will be crucial for securing border areas after #Israel's war with #Hezbollah.",0,0,0,74,"['#France', '#Defence', '#Gulf', '#Lebanon', '#Israel', '#Hezbollah']",[],[],https://pbs.twimg.com/profile_images/875657022355591170/8LX2iWCT_bigger.jpg,https://x.com/RFI_En/status/1859144767461892478,tweet_id:1859144767461892478
jackiebrown,@jackiebrow99232,2024-11-20T08:00:27.000Z,False,"I ask because modern Hebrew and ancient Hebrew aren't the same language for one thing. Secondly, ancient Hebrew was spoken by all the tribes of Israel (those tribes went on to become nations) whereas the modern invention is only spoken by those claiming to be Jews today.",0,0,0,4,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/jackiebrow99232/status/1859144765021057296,tweet_id:1859144765021057296
Stephanie Grat סטפני,@StephInIsrael,2024-11-20T08:00:26.000Z,False,Keep calm and destroy Hamas,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1826133432700727296/MvLcfi1d_bigger.jpg,https://x.com/StephInIsrael/status/1859144758012092514,tweet_id:1859144758012092514
Muhammamed Atta El Amer محمد عطا الامير,@MuhammadAtta911,2024-11-20T08:00:23.000Z,False,Brave people of Palestine,0,0,0,4,[],[],['\\u2764'],https://pbs.twimg.com/profile_images/1832255594994270208/KRf5X9M0_bigger.jpg,https://x.com/MuhammadAtta911/status/1859144744749707622,tweet_id:1859144744749707622
Kenny cairns,@kcandthewinis,2024-11-20T08:00:22.000Z,False,"Did adolf hitler and 40 mil Germans see this come in 1945 ? Did see spawn of evil visit this planet , 7 mil Jews on Arab land back a killer for 15 years , take boat trips off coast of Palestine laugh and dance view bombing , refuse medical care for 7000 limbless children ?",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1767636150208901120/yX3O9VLn_bigger.jpg,https://x.com/kcandthewinis/status/1859144743436902759,tweet_id:1859144743436902759
Voice of Islam Radio,@VoiceOfIslamUK,2024-11-20T08:00:21.000Z,False,"How has the ongoing conflict in Gaza turned children into the silent victims of war, and what does their suffering reveal about the execution of innocence?

LIVE from 4pm GMT https://voiceofislam.co.uk/drive-time/ #GazaConflict #SilentVictims #HumanRights #InnocenceLost #GazaChildren",0,0,0,10,"['#GazaConflict', '#SilentVictims', '#HumanRights', '#InnocenceLost', '#GazaChildren']",[],[],https://pbs.twimg.com/profile_images/1338157913056153603/ERXMZcAZ_bigger.jpg,https://x.com/VoiceOfIslamUK/status/1859144740005965877,tweet_id:1859144740005965877
NBC News World,@NBCNewsWorld,2024-11-20T08:00:21.000Z,False,Israeli prosecutors have accused one of PM Netanyahu’s aides of illegally leaking classified intelligence in an attempt to blunt widespread criticism of the prime minister’s handling of the Gaza hostage crisis.,0,0,0,120,[],[],[],https://pbs.twimg.com/profile_images/1726680835099705344/cGoOxdPy_bigger.jpg,https://x.com/NBCNewsWorld/status/1859144739041181812,tweet_id:1859144739041181812
Tareq Maiteq,@TareqMaiteq,2024-11-20T08:00:21.000Z,False,Sooner or later Lebanon  and Palestine  will be free. The entire Middle East will be free. Thanks to our heroes on the ground.,0,0,0,7,[],[],"['\\U0001f1f1\\U0001f1e7', '\\U0001f1f5\\U0001f1f8']",https://pbs.twimg.com/profile_images/1706896179366178816/_MMPN0zI_bigger.jpg,https://x.com/TareqMaiteq/status/1859144736956674385,tweet_id:1859144736956674385
