,Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID,cleaned_tweets
283,Tameem | تميم,@TameeOliveFern,2024-11-20T08:17:49.000Z,False,"I’ve been making a point of not sharing humiliating or demeaning photos of Palestinians, specially unconsented ones.Israel dehumanises & degrades our people, & seeks for them to be seen stripped of all dignity. I won’t spread such photos.",0,0,0,201,[],[],[],https://pbs.twimg.com/profile_images/1639860941755150337/XNDCYC5k_bigger.jpg,https://x.com/TameeOliveFern/status/1859149133220831674,tweet_id:1859149133220831674,making point sharing humiliating demeaning photo palestinian specially unconsented dehumanises degrades people seek seen stripped dignity spread photo
284,Brian Milliner,@BrianGMX,2024-11-20T08:17:47.000Z,False,You won't succeed! There are more people that believe in Israel. Shame on you!,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/498067496184709120/ffFY0-hv_bigger.jpeg,https://x.com/BrianGMX/status/1859149124739682753,tweet_id:1859149124739682753,wo succeed people believe israel shame
285,randomwalker,@drrandomwalker,2024-11-20T08:17:47.000Z,False,"No usa support, look at Israel bcz of usa they keep entire arab countries under their foot,the same Qatar which cries about islam in danger in india, allows supplies to the Israeli army via usa base in qatar, which kills Palestinians.",0,0,0,17,[],[],[],https://pbs.twimg.com/profile_images/1563242789730525185/qUc95FJ6_bigger.jpg,https://x.com/drrandomwalker/status/1859149123766645041,tweet_id:1859149123766645041,usa support look israel bcz usa keep entire arab country foot qatar cry islam danger india allows supply israeli army via usa base qatar kill palestinian
286,silver,@SilverKittyzoom,2024-11-20T08:17:45.000Z,False,"Honey Israel Off the Planet 

Thank you Trump",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1563760120399425536/PBbi0i8t_bigger.jpg,https://x.com/SilverKittyzoom/status/1859149118171738308,tweet_id:1859149118171738308,honey israel planet thank trump
287,Aramaic ok,@EdBx3331957,2024-11-20T08:17:43.000Z,False,"Robbie Keane explains why he stayed in his job in Israel after war broke out https://sundayworld.com/sport/soccer/robbie-keane-explains-why-he-stayed-in-his-job-in-israel-after-war-broke-out/a1034875210.html… Robbie owes no one anything, especially the 'gobshites for gaza', who march for ""freedom"", while cancelling those who disagree with them, and shouting their hate for Jews.",0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/1569684485289168896/NbH_ZkuP_bigger.jpg,https://x.com/EdBx3331957/status/1859149109711499507,tweet_id:1859149109711499507,robbie keane explains stayed job israel war broke http robbie owes one anything especially gaza march freedom cancelling disagree shouting hate jew
288,Fakhri Saleh,@fakhri1957,2024-11-20T08:17:42.000Z,True,"The barbarian #Israeli #Military, the most nonethical in the world, kills and injures journalists. They want to exterminate the witnesses, who expose their crimes. More than 200 journalists are killed in Gaza and a dozen or so in Lebanon.",0,0,0,10,"['#Israeli', '#Military']",[],[],https://pbs.twimg.com/profile_images/1725449416348209152/ho6F7HBl_bigger.jpg,https://x.com/fakhri1957/status/1859149102887444834,tweet_id:1859149102887444834,barbarian israeli military nonethical world kill injures journalist want exterminate witness expose crime journalist killed gaza dozen lebanon
289,SWEETtheSTING,@SweetthestingLA,2024-11-20T08:17:40.000Z,False,"You’re the DRAMA QUEEN who cannot handle the truth.
War is ugly and Israel is a war criminal.
Again, that little girl is truly ashamed of your genocidal attitude:",0,0,0,11,[],[],[],https://pbs.twimg.com/profile_images/1411590990482214912/nFp45dR9_bigger.jpg,https://x.com/SweetthestingLA/status/1859149096151359918,tweet_id:1859149096151359918,drama queen handle truth war ugly israel war criminal little girl truly ashamed genocidal attitude
290,Good life,@goodlife5683,2024-11-20T08:17:39.000Z,False,"I wish your father could see the opportunity Israel has, una go just dey talk rubbish, sha no use this brain cross road",0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1844091337240367104/uskS4158_bigger.jpg,https://x.com/goodlife5683/status/1859149092246433908,tweet_id:1859149092246433908,wish father could see opportunity israel una go dey talk rubbish sha use brain cross road
291,Anarchy Travel,@anarchytravel,2024-11-20T08:17:37.000Z,False,Matt Hoh  :  [Live from Israel]  : https://youtube.com/live/x2qnrIMfqEM?si=K0EU2Yu1jYVAhs1R… via ,0,0,0,4,[],['@YouTube'],[],https://pbs.twimg.com/profile_images/841047593996107776/Kx3FA36I_bigger.jpg,https://x.com/anarchytravel/status/1859149084109439236,tweet_id:1859149084109439236,matt hoh live israel http via
292,cowcab,@Cowcab,2024-11-20T08:17:37.000Z,False,"In other words, the name of the book is We Israel!?

Hebrew Meaning of IsraelSome scholars say Israel means “One who wrestles or struggles with God”. Others say, it is “One who strives or prevails with God”. And still others say, “Prince of God”.",0,0,0,9,[],[],[],https://pbs.twimg.com/profile_images/1250773027530432512/t8EjE-o5_bigger.jpg,https://x.com/Cowcab/status/1859149082914083017,tweet_id:1859149082914083017,word name book israel hebrew meaning israelsome scholar say israel mean one wrestle struggle god others say one strives prevails god still others say prince god
293,هُمُ ٱلْغَالِبُونَ,@jfk992116,2024-11-20T08:17:37.000Z,False,Lazy thinkers like always. Free Palestine. “OH SO YOU WANT TO KILL JEWSS?!!”,0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1642761755305574400/vGfuoRz__bigger.png,https://x.com/jfk992116/status/1859149081488023778,tweet_id:1859149081488023778,lazy thinker like always free palestine oh want kill jewss
294,Ptilopisis under table again,@TableAgain,2024-11-20T08:17:36.000Z,False,"Why should I give af?
Shouldn't choose terrorist in election and don't start another war with Israel just cause their bloodlust",0,0,0,11,[],[],[],https://pbs.twimg.com/profile_images/1352941766111064064/EbrHQFOG_bigger.jpg,https://x.com/TableAgain/status/1859149080116473886,tweet_id:1859149080116473886,give af choose terrorist election start another war israel cause bloodlust
295,NewsPoint,@HaberNoktam,2024-11-20T08:17:35.000Z,True," Türkiye and the U.S. Engage in Critical Talks#BREAKING Foreign Minister Hakan Fidan and U.S. Secretary of State Antony Blinken held a key meeting during the G20 Leaders' Summit. Main agenda topics:

Ending the conflict in Gaza and ensuring a permanent ceasefire.",0,0,0,40,['#BREAKING'],[],"['\\U0001f1f9\\U0001f1f7', '\\U0001f1fa\\U0001f1f8', '\\U0001f4cc']",https://pbs.twimg.com/profile_images/1825503689823408128/M60ny3sb_bigger.jpg,https://x.com/HaberNoktam/status/1859149074521616710,tweet_id:1859149074521616710,türkiye engage critical talk breaking foreign minister hakan fidan secretary state antony blinken held key meeting leader summit main agenda topic ending conflict gaza ensuring permanent ceasefire
296,Janet,@JanMa777,2024-11-20T08:17:34.000Z,False,Penny Wong’s captain’s call on anti-Israel resolution,0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1816611174953418753/2gyBxuOQ_bigger.jpg,https://x.com/JanMa777/status/1859149071157498174,tweet_id:1859149071157498174,penny wong captain call resolution
297,Iran's military magazine,@iranmilitary_en,2024-11-20T08:17:34.000Z,False," Petition signed protesting closure of Iranian consulates in Germany
A group of Iranians living in Germany protested Berlin's inhumane decision to close Iranian consulates in Germany by launching an electronic petition.

 #Iran #Tehran #Israel #IRAN",0,0,0,22,"['#Iran', '#Tehran', '#Israel', '#IRAN']",[],['\\U0001f539'],https://pbs.twimg.com/profile_images/1591905275031715840/o0La9ViH_bigger.jpg,https://x.com/iranmilitary_en/status/1859149070306058692,tweet_id:1859149070306058692,petition signed protesting closure iranian consulate germany group iranian living germany protested berlin inhumane decision close iranian consulate germany launching electronic petition iran tehran israel iran
298,Muslim,@Muslim,2024-11-20T08:17:32.000Z,True,Stripped down and blindfolded. Israel detains dozens of Palestinian patients and medical staff from Kamal Adwan Hospital in Gaza,0,0,0,265,[],[],[],https://pbs.twimg.com/profile_images/1185410663771987968/GRgMlpcA_bigger.jpg,https://x.com/Muslim/status/1859149064316874814,tweet_id:1859149064316874814,stripped blindfolded israel detains dozen palestinian patient medical staff kamal adwan hospital gaza
299,Marvin the Bosnian,@BosanacMarvo,2024-11-20T08:17:32.000Z,False,"Can we talk about the IOF and the 30000 killed citizens and 16000 killed children in Gaza first?

Just commit Palestinians aren't real humans or are lesser humans and they deserve what they got, so we can have a statement from you.",0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1119807940129644545/G6L3OSpN_bigger.jpg,https://x.com/BosanacMarvo/status/1859149063502938309,tweet_id:1859149063502938309,talk iof killed citizen killed child gaza first commit palestinian real human lesser human deserve got statement
300,𝐁𝐮𝐧𝐧𝐲𝐁𝐨𝐲sv,@BunnyFriendy,2024-11-20T08:17:28.000Z,True,Palestine is dying n we can't do anything,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1835722222834450432/BSKeW4sl_bigger.jpg,https://x.com/BunnyFriendy/status/1859149046314680593,tweet_id:1859149046314680593,palestine dying n ca anything
301,Makarov Dmitri,@HyVo27282818,2024-11-20T08:17:27.000Z,False,"You parasites are disgusting. Go back to your homeland. We kindly gave you a place to live, and you bite back? Guess what “ MGGA - Make Gaza Geat Again “",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1465486532882563077/VQetNxC3_bigger.jpg,https://x.com/HyVo27282818/status/1859149041680216262,tweet_id:1859149041680216262,parasite disgusting go back homeland kindly gave place live bite back guess mgga make gaza geat
302,YourFavoriteGuy,@guychristensen_,2024-11-20T08:17:27.000Z,True,"There are a million examples I can name of the daily, often brutal discrimination Palestinians face, even when they are “citizens of Israel”",0,0,0,216,[],[],[],https://pbs.twimg.com/profile_images/1814552133112377344/N0QYLIqv_bigger.jpg,https://x.com/guychristensen_/status/1859149039884808560,tweet_id:1859149039884808560,million example name daily often brutal discrimination palestinian face even citizen israel
303,whatthehecht plz help,@Wut_the_Hecht,2024-11-20T08:17:27.000Z,False,I am doing no such thing… sorry I think it’s easy to not associate it with Israel  when you are not from there nor know anyone personally affected and are half way around the world from there… this take shouldn’t bother you this much,0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1246902615830642690/eZaQ-XeB_bigger.jpg,https://x.com/Wut_the_Hecht/status/1859149039767314627,tweet_id:1859149039767314627,sorry think easy associate israel know anyone personally affected half way around world take bother much
304,aglitchintime,@aglitchintime1,2024-11-20T08:17:26.000Z,False,"Thankfully, we have instructions. The Temple Scroll is in the Israel Museum and we need to get on with it.",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1502567744625119232/fdmnjASn_bigger.jpg,https://x.com/aglitchintime1/status/1859149039423377819,tweet_id:1859149039423377819,thankfully instruction temple scroll israel museum need get
305,Plexcom1000,@plexcom1000,2024-11-20T08:17:26.000Z,False,"Israel must NEVER appease, or make concessions to, its enemies!!!",0,0,0,6,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/plexcom1000/status/1859149039071043710,tweet_id:1859149039071043710,israel must never appease make concession enemy
306,Sharmeen Z,@sharm33n,2024-11-20T08:17:25.000Z,False,"Ukraine is already being helped militarily, morally and in every way by multiple countries. Gaza on the other hand is being destroyed by the same people (US & Uk) who are helping Ukraine. Can you not see how blindingly obvious it is to talk about Gaza?",0,0,0,16,[],[],[],https://pbs.twimg.com/profile_images/1534289207803490305/WJCiXyb7_bigger.jpg,https://x.com/sharm33n/status/1859149033312280643,tweet_id:1859149033312280643,ukraine already helped militarily morally every way multiple country gaza hand destroyed people u uk helping ukraine see blindingly obvious talk gaza
307,Israel Etu,@Izzitex,2024-11-20T08:17:24.000Z,False,"Sick fellows! You want referendum, someone brings it and you reject it with the excuse that it was not brought by your oppressor. Are you normal? How do you think that your oppressor will give you referendum? They keep talking rubbish.",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/769968517441581056/T0JTadyX_bigger.jpg,https://x.com/Izzitex/status/1859149030271406173,tweet_id:1859149030271406173,sick fellow want referendum someone brings reject excuse brought oppressor normal think oppressor give referendum keep talking rubbish
308,Talking to the Abyss,@TalkToEmptiness,2024-11-20T08:17:24.000Z,False,You’re a lying piece of work .. no one believes Israel on its word .. Nor should they given the track record … but much less Palestinians or Hamas resistance,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1838506668562485248/D2e8rHXu_bigger.jpg,https://x.com/TalkToEmptiness/status/1859149028832817342,tweet_id:1859149028832817342,lying piece work one belief israel word given track record much less palestinian hamas resistance
309,Salamanca,@jupitergrandpa,2024-11-20T08:17:23.000Z,False,"You know very well that the only source of terrorism on this planet is Israel and USA. All the wars, death, misery and terror comes from Zionists. So please, keep away from hoofing on keyboards",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1822370524216823808/BOpmr5Bi_bigger.jpg,https://x.com/jupitergrandpa/status/1859149024953049355,tweet_id:1859149024953049355,know well source terrorism planet israel usa war death misery terror come zionist please keep away hoofing keyboard
310,Deplorable Papa,@DeplorablePadre,2024-11-20T08:17:23.000Z,True,"But we should continue funding genocide in Gaza, right?",0,0,0,13,[],[],[],https://pbs.twimg.com/profile_images/1854759175483432966/AqQIDYgf_bigger.jpg,https://x.com/DeplorablePadre/status/1859149024353513711,tweet_id:1859149024353513711,continue funding genocide gaza right
311,Unlimited MOTIVATED WorksFREE PALESTINE,@davidgraham221,2024-11-20T08:17:19.000Z,False,Sooooo how we feeling about Heaven Burns Red?,0,0,0,9,[],[],[],https://pbs.twimg.com/profile_images/1848261259642236928/zaEZ9lAV_bigger.jpg,https://x.com/davidgraham221/status/1859149008863670382,tweet_id:1859149008863670382,sooooo feeling heaven burn red
312,Dr.Pharaoh,@ManOfTheBeebol2,2024-11-20T08:17:19.000Z,True,"the power that can stop the zionist entity and scare them is Egypt!

look at all pro-palastinian pro-resistance discussions and debates with them

and look at this small, little convo the keys of Java Jerusalem and Gaza are in Cairo
it is a matter of time!",0,0,0,40,[],[],['\\U0001f447'],https://pbs.twimg.com/profile_images/1760435022513778689/XzIn118h_bigger.jpg,https://x.com/ManOfTheBeebol2/status/1859149008674906449,tweet_id:1859149008674906449,power stop zionist entity scare egypt look discussion debate look small little convo key java jerusalem gaza cairo matter time
313,Nour Odeh #FreePalestine,@nour_odeh,2024-11-20T08:17:19.000Z,False,"Starved, displaced, and unsafe no matter where they go, children in a displacement camp in Gaza sing “My homeland, the Beautiful One”. Immense respect to the Palestinian musicians helping these children survive the genocide.",0,0,0,163,[],[],[],https://pbs.twimg.com/profile_images/1727584252575838208/c2eSXEQT_bigger.jpg,https://x.com/nour_odeh/status/1859149008368738437,tweet_id:1859149008368738437,starved displaced unsafe matter go child displacement camp gaza sing homeland beautiful one immense respect palestinian musician helping child survive genocide
314,QPacalypse,@qpac7866,2024-11-20T08:17:17.000Z,True,"So Palestinians aren’t ‘your own people,’ yet Israel controls their borders, movement, and land. Fascinating logic—colonize a place, oppress its people, and then deny responsibility. Chef’s kiss",0,0,0,13,[],[],[],https://pbs.twimg.com/profile_images/1848951902358409216/B9psPuPW_bigger.jpg,https://x.com/qpac7866/status/1859149001712693464,tweet_id:1859149001712693464,palestinian people yet israel control border movement land fascinating place oppress people deny responsibility chef kiss
315,nicholas slater,@patviera,2024-11-20T08:17:17.000Z,False,"I totally agree ,Israel is saving the world from all these terrorists. We must thank Israel for doing everyone’s dirty work. We are so lucky Israel are so amazing and help fight Hamas and terrorism .",0,0,0,15,[],[],[],https://pbs.twimg.com/profile_images/1659985268659609607/dDjAfykJ_bigger.jpg,https://x.com/patviera/status/1859148997799051565,tweet_id:1859148997799051565,totally agree israel saving world terrorist must thank israel everyone dirty work lucky israel amazing help fight hamas terrorism
316,Sara m,@Sassbass77,2024-11-20T08:17:16.000Z,False,"Hitler started a war, Israel defended themselves, and even Hitler didn’t use his own people as pawns and shields, the Palestine regime did. Israel killed less civilians in any ground war EVER and yet you all still blame the Jews. What a surprise!",0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1817832639216144384/1kVw6Rqg_bigger.jpg,https://x.com/Sassbass77/status/1859148994749837707,tweet_id:1859148994749837707,hitler started war israel defended even hitler use people pawn shield palestine regime israel killed less civilian ground war ever yet still blame jew surprise
317,artify_co,@artify_co,2024-11-20T08:17:15.000Z,False,"He’s part of the deep state. He supports Jews, Zelenski and Israel",0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/378800000298704145/211645bb10bdb8f69e1008108bb21c8e_bigger.jpeg,https://x.com/artify_co/status/1859148992304578686,tweet_id:1859148992304578686,part deep state support jew zelenski israel
318,Amna313,@MyKitch14770764,2024-11-20T08:17:15.000Z,True,May Allah keep you all safem we're sorry can't do anything for you but our hearts always cry for Palestine ,0,0,0,4,[],[],"['\\U0001f972', '\\U0001f972', '\\U0001f972']",https://pbs.twimg.com/profile_images/1782473489288429568/1Gr8tAiv_bigger.jpg,https://x.com/MyKitch14770764/status/1859148991931588930,tweet_id:1859148991931588930,may allah keep safem sorry ca anything heart always cry palestine
319,Jewish News Syndicate,@JNS_org,2024-11-20T08:17:15.000Z,True,"Incoming senate majority leader  releases a message to Israel“To our allies in Israel, and to the Jewish people around the world, my message to you is this: Reinforcements are on the way.”
Extra, Extra ➤ https://eu1.hubs.ly/H0dShnQ0",0,0,0,92,[],['@SenJohnThune'],[],https://pbs.twimg.com/profile_images/1843558145773215744/IUnirqZL_bigger.jpg,https://x.com/JNS_org/status/1859148991398596650,tweet_id:1859148991398596650,incoming senate majority leader release message israel ally israel jewish people around world message reinforcement extra extra http
320,YourFavoriteGuy,@guychristensen_,2024-11-20T08:17:13.000Z,True,"In the occupied West Bank we have third class citizens.

The 57 year occupation is illegal.

 The ICJ ruled that Israel is committing apartheid in the West Bank. https://hrw.org/news/2024/09/19/world-court-findings-israeli-apartheid-wake-call#:~:text=Two%20of%20its%20important%20conclusions,UN%20treaty%20prohibiting%20racial%20discrimination….",0,0,0,228,[],[],[],https://pbs.twimg.com/profile_images/1814552133112377344/N0QYLIqv_bigger.jpg,https://x.com/guychristensen_/status/1859148984045969420,tweet_id:1859148984045969420,occupied west bank third class citizen year occupation illegal icj ruled israel committing apartheid west bank http un
321,mayamia FREE PALESTINE!!!,@SoloNoodles,2024-11-20T08:17:10.000Z,False,u and zrk's shitposting makes the world a better place...full thanks to the Syed family,0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1803613606791020544/Vw5od65H_bigger.jpg,https://x.com/SoloNoodles/status/1859148970292814266,tweet_id:1859148970292814266,u zrk shitposting make world better place full thanks syed family
322,Ahmed,@alphabravomario,2024-11-20T08:17:09.000Z,False,Hamas needs to end isreali occupation of Palestine and release prisoners,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1775269214548545536/nNzyTpko_bigger.jpg,https://x.com/alphabravomario/status/1859148967595962389,tweet_id:1859148967595962389,hamas need end isreali occupation palestine release prisoner
323,Inga B,@02CRMBL,2024-11-20T08:17:09.000Z,False,"The point is that Israel takes anyone as long as they're Jewish. Doesn't matter if they're murderers (like the killers of Alex Odeh), rapist or child molesters.",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1817144350695985152/L0xxhMhS_bigger.jpg,https://x.com/02CRMBL/status/1859148966773842312,tweet_id:1859148966773842312,point israel take anyone long jewish matter murderer like killer alex odeh rapist child molester
324,David Smith,@thesnawn,2024-11-20T08:17:09.000Z,True,"Amen. I also lump the whole woke crap all together. BLM scam, Palestine/antifa terrorists calling for death to America because they are americans being paid to say it, then. The entire DEI movement that has caused our country to lose all creditability. All these groups are",0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1570612888477503488/TxGTKHuv_bigger.png,https://x.com/thesnawn/status/1859148965385748545,tweet_id:1859148965385748545,amen also lump whole woke crap together blm scam terrorist calling death america american paid say entire dei movement caused country lose creditability group
325,Irene Rusman,@irusman,2024-11-20T08:17:06.000Z,True,Ehud Barak was talking about 3000 key people in the state of Israel deciding everything. It's up to the majority of Israelis to change that.,0,0,0,9,[],[],[],https://pbs.twimg.com/profile_images/1834818867/image_bigger.jpg,https://x.com/irusman/status/1859148953092321762,tweet_id:1859148953092321762,ehud barak talking key people state israel deciding everything majority israeli change
326,199456,@UzoMuahdib,2024-11-20T08:17:06.000Z,False,"People made a billion usd easy during corona 'suppling' masks and ppe. 

But obvs they had gov connections. 

Us plebian could never.  #FreePalestine#PalestineGenocide",0,0,0,5,"['#FreePalestine', '#PalestineGenocide', '']",[],"['\\U0001f6b6\\u200d\\u2640\\ufe0f', '\\U0001f1f5\\U0001f1f8']",https://pbs.twimg.com/profile_images/1719050239267467264/cSI7cuQi_bigger.jpg,https://x.com/UzoMuahdib/status/1859148952441966832,tweet_id:1859148952441966832,people made billion usd easy corona mask ppe obvs gov connection u plebian could never freepalestine palestinegenocide
327,XRGrandparentsAndElders @xrgpsandelders.bsky.,XRGrandparentsAndElders @xrgpsandelders.bsky.,2024-11-20T08:17:06.000Z,False,"Well now farmers have protest in common with XR, JSO and the Free Gaza protestors. Who would have thought?",0,0,0,10,[],[],[],https://pbs.twimg.com/profile_images/1506971916753641475/BkEaqaoC_bigger.jpg,https://x.com/xr_GPsAndElders/status/1859148951770845633,tweet_id:1859148951770845633,well farmer protest common xr jso free gaza protestors would thought
328,Gray,@Gray32272,2024-11-20T08:17:03.000Z,False,You literally made a prediction that the prisoners WILL die if Israel doesn’t cave to Hamas’ demands,0,0,0,9,[],[],[],https://pbs.twimg.com/profile_images/1857008847728082944/OCxNInak_bigger.jpg,https://x.com/Gray32272/status/1859148939682803833,tweet_id:1859148939682803833,literally made prediction prisoner die israel cave hamas demand
329,Shehnaz,@ShehnazB2IK92,2024-11-20T08:17:01.000Z,False,"Ya Allah please please please show your mercy on the people of Palestine & Lebanon, make it easy for them & make them victorious, Ameen #FreePalestine #LebanonGenocide #PalestineGenocide",0,0,0,22,"['#FreePalestine', '#LebanonGenocide', '#PalestineGenocide']",[],[],https://pbs.twimg.com/profile_images/1856407508811702272/Tf1A5toh_bigger.jpg,https://x.com/ShehnazB2IK92/status/1859148933135478906,tweet_id:1859148933135478906,ya allah please please please show mercy people palestine lebanon make easy make victorious ameen freepalestine lebanongenocide palestinegenocide
330,common sense,@KingsmanGwin,2024-11-20T08:17:00.000Z,False,"lol , like can’t people just sit down think about how they came here and stripped us of everything, our traditions, language and culture. 
We now speak and type in their language and we think it’s normal  
We don’t even know our history but if they ask us about Israel we sabi",0,0,0,13,[],[],"['\\U0001f602', '\\U0001f602']",https://pbs.twimg.com/profile_images/1858434830670725120/rJwJzmCt_bigger.jpg,https://x.com/KingsmanGwin/status/1859148928123306417,tweet_id:1859148928123306417,lol like people sit think came stripped u everything tradition language culture speak type language think normal even know history ask u israel sabi
331,Kirk Dawes QPM,@kirkdawes,2024-11-20T08:16:59.000Z,False,Brave Israeli Historian Lectures Netanyahu on the formation of Israel. Conflict can’t be resolved by ignoring its history—it always returns to haunt us. 1/2https://youtu.be/EtFSbhhvD0s?si=t-KrDAnJIe0pw4i2… via ,0,0,0,10,[],['@YouTube'],[],https://pbs.twimg.com/profile_images/479713358305034241/NbL1OcOk_bigger.jpeg,https://x.com/kirkdawes/status/1859148926152057239,tweet_id:1859148926152057239,brave israeli historian lecture netanyahu formation israel conflict resolved ignoring always return haunt u via
332,Political Analyst,@mmmustaan,2024-11-20T08:16:58.000Z,True,"The number of losses the Pariah state has in Gaza and Lebanon is beyond an absorption level of any army, yet they still push for war, because Malikovski aka Netanyahu is only trying to save his job at the price of destroying the Pariah state for us.",0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/1842447718083670016/F2TCgeOF_bigger.jpg,https://x.com/mmmustaan/status/1859148920565494117,tweet_id:1859148920565494117,number loss pariah state gaza lebanon beyond absorption level army yet still push war malikovski aka netanyahu trying save job price destroying pariah state u
333,VW1529,@Viola152629,2024-11-20T08:16:57.000Z,False,"All that for a few arabs votes 
What a nasty cow 

Penny Wong’s captain’s call on anti-Israel resolution",0,0,0,11,[],[],[],https://pbs.twimg.com/profile_images/1857742626247815170/ASHI_5gk_bigger.jpg,https://x.com/Viola152629/status/1859148915431313555,tweet_id:1859148915431313555,arab vote nasty cow penny wong captain call resolution
334,DownTownLoan357,@loan357,2024-11-20T08:16:55.000Z,False,"I'm not offended by opinions as much as idiocy. 

Jewish historical claims to Israel justifies violence in defending their homeland. 

It will be the same in Europe. ",0,0,0,14,[],[],"['\\U0001f1ee\\U0001f1f1', '\\U0001f1ea\\U0001f1fa', '\\U0001f1ec\\U0001f1e7']",https://pbs.twimg.com/profile_images/1548856919766380545/ReSVBheA_bigger.jpg,https://x.com/loan357/status/1859148907810288017,tweet_id:1859148907810288017,offended opinion much idiocy jewish historical claim israel justifies violence defending homeland europe
335,LAGGRO,@LAGGRO_AUSA,2024-11-20T08:16:54.000Z,False,"Oh really. And what about the 850,000 Jews forced out of Arab countries because they were Jews. Can they go back? Don’t support all the BS without thinking critically. How many Palestinian do you think there were in British mandate Palestine?",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1747166408730087424/abOnsy4e_bigger.jpg,https://x.com/LAGGRO_AUSA/status/1859148901548175590,tweet_id:1859148901548175590,oh really jew forced arab country jew go back support b without thinking critically many palestinian think british mandate palestine
336,Diane Paul,@CalvinFairbank,2024-11-20T08:16:53.000Z,False,"This is no victory over antisemitism (which must be condemned), it’s a leading CAUSE of antisemitism! Israel is considered a pariah state by many. But the blatant violations of international law are red meat to Trump’s MAGA . So much for an end to US wars. Power and $ win.",0,0,0,10,[],['@GOP'],[],https://pbs.twimg.com/profile_images/1501733406572384256/VT-3TUB4_bigger.jpg,https://x.com/CalvinFairbank/status/1859148898427908312,tweet_id:1859148898427908312,victory antisemitism must condemned leading cause antisemitism israel considered pariah state many blatant violation international law red meat trump maga much end u war power win
337,Filippo Passerini,@f_passerini94,2024-11-20T08:16:53.000Z,False,Israel’s War to Cut Off Hizballah’s Supply Chain https://mosaicmagazine.com/picks/israel-zionism/2024/11/israels-war-to-cut-off-hizballahs-supply-chain/… via ,0,0,0,13,[],['@mosaicmag'],[],https://pbs.twimg.com/profile_images/1851197596179574784/hvehDKrL_bigger.jpg,https://x.com/f_passerini94/status/1859148897039380952,tweet_id:1859148897039380952,israel war cut hizballah supply chain http via
338,Political Analyst,@mmmustaan,2024-11-20T08:16:51.000Z,False,"The number of losses the Pariah state has in Gaza and Lebanon is beyond an absorption level of any army, yet they still push for war, because Malikovski aka Netanyahu is only trying to save his job at the price of destroying the Pariah state for us.",0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/1842447718083670016/F2TCgeOF_bigger.jpg,https://x.com/mmmustaan/status/1859148892266525076,tweet_id:1859148892266525076,number loss pariah state gaza lebanon beyond absorption level army yet still push war malikovski aka netanyahu trying save job price destroying pariah state u
339,njey,@njey111,2024-11-20T08:16:50.000Z,False,"#AaronBushnell you will always be remembered as the guy who stood up for innocent children and women. You were burning to death and did not ask for anyone’s help, you made your decision and the only thing we could hear was ”Free Palestine”. 

”Politicians forget, history doesn’t”",0,0,0,6,['#AaronBushnell'],[],[],https://pbs.twimg.com/profile_images/1782741439023079424/6HeyWmlV_bigger.jpg,https://x.com/njey111/status/1859148886478045347,tweet_id:1859148886478045347,aaronbushnell always remembered guy stood innocent child woman burning death ask anyone help made decision thing could hear free palestine politician forget history
340,Rami F. Al-Saadi,@ramy_als80104,2024-11-20T08:16:48.000Z,False,"Urgent: 12 martyrs and wounded, including children and women, in an Israeli bombing of a house in Jabalia al-Balad, north of the Gaza Strip.",0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/1794065064124649472/NSIRIgmX_bigger.jpg,https://x.com/ramy_als80104/status/1859148878802514213,tweet_id:1859148878802514213,urgent martyr wounded including child woman israeli bombing house jabalia north gaza strip
